autor,texto,likes,fecha,texto_limpio,ubicacion,tokens,sentimiento,probabilidad
@Lurizard503,"Ya no hay pandillas. Pero sigue el desempleo,  no hay oportunidades de trabajo, el salario minimo no alcanza, el pais esta super endeudado 

Porque estos youtubers no muestran toda la realidad",0,2026-02-02T15:09:12Z,pandillas sigue desempleo oportunidades trabajo salario minimo alcanza pais super endeudado youtubers muestran toda realidad,sin info,"pandillas,sigue,desempleo,oportunidades,trabajo,salario,minimo,alcanza,pais,super,endeudado,youtubers,muestran,toda,realidad",negativo,0.983729302883148
@agufana,"Aunque hayas sugerido que debatamos el costo de esa seguridad, al leer un montón de comentarios, todos convienen en que vale la pena, cueste lo que cueste. Esa gente ya ha sufrido demasiado. Que Dios los bendiga.",0,2026-02-02T15:05:40Z,aunque sugerido debatamos costo seguridad leer montón comentarios convienen vale pena cueste cueste gente sufrido demasiado dios bendiga,sin info,"aunque,sugerido,debatamos,costo,seguridad,leer,montón,comentarios,convienen,vale,pena,cueste,cueste,gente,sufrido,demasiado,dios,bendiga",neutro,0.41351905465126
@estudioingles602,Pues algo que decía mucho la abuela es que si algo está sirviendo no lo mueva déjelo quieto.,0,2026-02-02T15:03:54Z,pues decía abuela sirviendo mueva déjelo quieto,sin info,"pues,decía,abuela,sirviendo,mueva,déjelo,quieto",neutro,0.727854251861572
@javiercastellanos8392,capítulo no apto para zurdos,0,2026-02-02T15:03:29Z,capítulo apto zurdos,sin info,"capítulo,apto,zurdos",negativo,0.648629188537598
@mindy5009,El delincuente y asesino no tiene derechos humanos … la seguridad y la tranquilidad de la gente de bien sobre todo lo demás.Como bukele deberían hacer todos,0,2026-02-02T14:58:06Z,delincuente asesino derechos humanos seguridad tranquilidad gente bien demás bukele deberían hacer,sin info,"delincuente,asesino,derechos,humanos,seguridad,tranquilidad,gente,bien,demás,bukele,deberían,hacer",negativo,0.893005967140198
@jefreeavilez881,"Soy hondureño y me gustaría tener a bukele como presidente está muy fea la cosa por allá,Me parece que a echo un gran cambio en el salvador y si llega otro al poder posiblemente las maras y la corrupción va volver a reinar como en los demás países centroamericanos almenos de los que tengo conocimiento",0,2026-02-02T14:57:41Z,hondureño gustaría tener bukele presidente fea cosa allá parece echo gran cambio salvador llega poder posiblemente maras corrupción volver reinar demás países centroamericanos almenos conocimiento,sin info,"hondureño,gustaría,tener,bukele,presidente,fea,cosa,allá,parece,echo,gran,cambio,salvador,llega,poder,posiblemente,maras,corrupción,volver,reinar,demás,países,centroamericanos,almenos,conocimiento",negativo,0.798509180545807
@VeronicaACH-ix8rd,Lastima mi primo ya no vior el cambio de paz en El Salvador ya que la mara lo descuartizaron por no pagar la extorsion por eso me fui del pais Saludos desde Los Angeles EEUU,0,2026-02-02T14:56:22Z,lastima primo vior cambio paz salvador mara descuartizaron pagar extorsion pais saludos angeles eeuu,"El Salvador, Los Angeles","lastima,primo,vior,cambio,paz,salvador,mara,descuartizaron,pagar,extorsion,pais,saludos,angeles,eeuu",negativo,0.876216173171997
@anticriticacine3046,Hola Juan aquí Alejandro desde Santiago de Chile. Considero que falto mencionar en tu excelente documento audio visual el sustantivo rol que ha jugado La Republica Popular  China en el tremendo cambio socio político - cultural que ha tenido El Salvador en estos últimos años de gobierno de Bukele. Aportes económicos y logísticos en el control y reducción de la violencia y el freno al crimen Organizado. La construcción del CECOT demando una inversión de varios millones de dólares con el apoyo Chino.  Además de la creación y construcción del edificio y  del concepto educativo que existe en la Biblioteca Nacional de El Salvador la mas adelantada de Latino América . Esa alianza es vital en este cambio...sin este apoyo veo difícil que El Salvador hubiese sido capaz de llevar a cabo cambio cultural revolucionario y único en América.,0,2026-02-02T14:55:39Z,hola juan aquí alejandro santiago chile considero falto mencionar excelente documento audio visual sustantivo rol jugado republica popular china tremendo cambio socio político cultural salvador últimos años gobierno bukele aportes económicos logísticos control reducción violencia freno crimen organizado construcción cecot demando inversión varios millones dólares apoyo chino además creación construcción edificio concepto educativo existe biblioteca nacional salvador mas adelantada latino américa alianza vital cambio apoyo veo difícil salvador sido capaz llevar cabo cambio cultural revolucionario único américa,"China, El Salvador, Chino","hola,juan,aquí,alejandro,santiago,chile,considero,falto,mencionar,excelente,documento,audio,visual,sustantivo,rol,jugado,republica,popular,china,tremendo,cambio,socio,político,cultural,salvador,últimos,años,gobierno,bukele,aportes,económicos,logísticos,control,reducción,violencia,freno,crimen,organizado,construcción,cecot,demando,inversión,varios,millones,dólares,apoyo,chino,además,creación,construcción,edificio,concepto,educativo,existe,biblioteca,nacional,salvador,mas,adelantada,latino,américa,alianza,vital,cambio,apoyo,veo,difícil,salvador,sido,capaz,llevar,cabo,cambio,cultural,revolucionario,único,américa",positivo,0.802308142185211
@zarelazamora5117,Grande BUKELE!,0,2026-02-02T14:55:15Z,grande bukele,sin info,"grande,bukele",positivo,0.922008156776428
@DiaComun,"Defender lo que era El Salvador antes es defender lo indefendible, era el completo infierno para sus habitantes, a mi personalmente si me alegra muchísimo ver que los salvadoreños ya puedan caminar tranquilos por sus calles y que por fin puedan mover la industria del turismo en su bellísimo país.",0,2026-02-02T14:53:36Z,defender salvador defender indefendible completo infierno habitantes personalmente alegra muchísimo ver salvadoreños puedan caminar tranquilos calles fin puedan mover industria turismo bellísimo país,El Salvador,"defender,salvador,defender,indefendible,completo,infierno,habitantes,personalmente,alegra,muchísimo,ver,salvadoreños,puedan,caminar,tranquilos,calles,fin,puedan,mover,industria,turismo,bellísimo,país",negativo,0.536534130573273
@juliandavid5164,Quiero visitarlo pero estoy tatuado y en el video no ví el primer extranjero tatuado.. 😅,0,2026-02-02T14:52:57Z,quiero visitarlo tatuado video primer extranjero tatuado,sin info,"quiero,visitarlo,tatuado,video,primer,extranjero,tatuado",negativo,0.700904190540314
@eliasalfonzo3371,"Sin duda alguna el país ha cambiado radicalmente en cuanto al tema de la seguridad, ningún salvadoreño me dejará mentir que ahora vivimos en un clima de mucha paz en donde salir ya no genera ningún temor. Sin embargo, ligado a ello se encuentra ahora el tema del autoritarismo, en donde claramente tenemos a  un dictador moderno sin ninguna intención de salir del poder, él cual lo ha concentrado todo y por ello cualquier oposición te vuelve un enemigo del Estado, lo cual te impide criticar la corrupción que indudablemente existe (no tan evidente como antes pero existe) y también se está sufriendo la gentrificación, el país ya parece más diseñado para el extranjero que para el propio salvadoreño, con una economía quebrada que hace muy difícil la subsistencia diaria. En fin se tiene una cosa por otra pero es innegable que estamos mejor que antes. saludos, Juan!.",0,2026-02-02T14:49:28Z,duda alguna país cambiado radicalmente cuanto tema seguridad ningún salvadoreño dejará mentir ahora vivimos clima mucha paz salir genera ningún temor embargo ligado ello encuentra ahora tema autoritarismo claramente dictador moderno ninguna intención salir poder concentrado ello cualquier oposición vuelve enemigo impide criticar corrupción indudablemente existe tan evidente existe sufriendo gentrificación país parece diseñado extranjero propio salvadoreño economía quebrada hace difícil subsistencia diaria fin cosa innegable mejor saludos juan,sin info,"duda,alguna,país,cambiado,radicalmente,cuanto,tema,seguridad,ningún,salvadoreño,dejará,mentir,ahora,vivimos,clima,mucha,paz,salir,genera,ningún,temor,embargo,ligado,ello,encuentra,ahora,tema,autoritarismo,claramente,dictador,moderno,ninguna,intención,salir,poder,concentrado,ello,cualquier,oposición,vuelve,enemigo,impide,criticar,corrupción,indudablemente,existe,tan,evidente,existe,sufriendo,gentrificación,país,parece,diseñado,extranjero,propio,salvadoreño,economía,quebrada,hace,difícil,subsistencia,diaria,fin,cosa,innegable,mejor,saludos,juan",negativo,0.905849277973175
@alvaroandres5462,"Hombre, Juan, no sé dice que todo cambió, se dice que la seguridad (su gran problema) ESO fue lo que cambió.",0,2026-02-02T14:49:10Z,hombre juan dice cambió dice seguridad gran problema cambió,sin info,"hombre,juan,dice,cambió,dice,seguridad,gran,problema,cambió",neutro,0.656432569026947
@amparogiraldo3639,"Bellisima y funcionando la blblioteca. La educacion para la democracia, la promocion de liderazgo centrados en valores",0,2026-02-02T14:47:24Z,bellisima funcionando blblioteca educacion democracia promocion liderazgo centrados valores,sin info,"bellisima,funcionando,blblioteca,educacion,democracia,promocion,liderazgo,centrados,valores",positivo,0.963713109493256
@yeshThomson,"En principio que bueno que se pueda sentir esa paz de la que muchos Salvadoreños hablan. Y dentro de eso me pregunto, porque a los que agarraron han sido los de bajos recursos, aquellos que nacían con esa violencia interiorizada. Ahora, aparte de encarcelarlos a ellos los que están mas arriba, aquellos que mueven los hilos invisibles de la droga y violencia también han sido encarcelados o siguen moviendo hilos con impunidad?. Aparte de encarcelar, se ha hecho inversión en escuelas y educación para que los pibes y pibas no tengan que salir a ribar porque con el trabajo les alcanzará el día de mañana?. 
No es mi intención juzgar, si no mas bien comprender. Aparte de lo que se ve, también se ha invertido en mejorar, o solo ha sido encarcelar masivamente.",0,2026-02-02T14:47:09Z,principio bueno pueda sentir paz salvadoreños hablan dentro pregunto agarraron sido bajos recursos aquellos nacían violencia interiorizada ahora aparte encarcelarlos mas arriba aquellos mueven hilos invisibles droga violencia sido encarcelados siguen moviendo hilos impunidad aparte encarcelar hecho inversión escuelas educación pibes pibas salir ribar trabajo alcanzará día mañana intención juzgar mas bien comprender aparte invertido mejorar solo sido encarcelar masivamente,sin info,"principio,bueno,pueda,sentir,paz,salvadoreños,hablan,dentro,pregunto,agarraron,sido,bajos,recursos,aquellos,nacían,violencia,interiorizada,ahora,aparte,encarcelarlos,mas,arriba,aquellos,mueven,hilos,invisibles,droga,violencia,sido,encarcelados,siguen,moviendo,hilos,impunidad,aparte,encarcelar,hecho,inversión,escuelas,educación,pibes,pibas,salir,ribar,trabajo,alcanzará,día,mañana,intención,juzgar,mas,bien,comprender,aparte,invertido,mejorar,solo,sido,encarcelar,masivamente",neutro,0.493558138608932
@papeleriayvariedadesandrea82,"Las entrevistas que he visto de los presos, ellos mismos dicen que son conscientes de que son un peligro para la sociedad y que si salieran de ahí tendrían que salir a comentar los mismos delitos, porque eso ya hace parte de ellos
Algunos no entinten todavía la clase de delitos que cometieron estas personas y hablan de DERECHOS HUMANOS, infórmense bien antes de hablar, ¿Cuál precio están pagando, el precio de la tranquilidad?",0,2026-02-02T14:46:17Z,entrevistas visto presos mismos dicen conscientes peligro sociedad salieran ahí salir comentar mismos delitos hace parte entinten todavía clase delitos cometieron personas hablan derechos humanos infórmense bien hablar cuál precio pagando precio tranquilidad,sin info,"entrevistas,visto,presos,mismos,dicen,conscientes,peligro,sociedad,salieran,ahí,salir,comentar,mismos,delitos,hace,parte,entinten,todavía,clase,delitos,cometieron,personas,hablan,derechos,humanos,infórmense,bien,hablar,cuál,precio,pagando,precio,tranquilidad",negativo,0.933135151863098
@MarioDiaz-i2d,BUKELE EL MEJOR PRESIDENTE DEL MUNDO...👏👏👏👏👏👏🙏,1,2026-02-02T14:41:40Z,bukele mejor presidente mundo,sin info,"bukele,mejor,presidente,mundo",positivo,0.510926067829132
@godofredopalma3831,Necesitamos más #bukeles en américa latina 🎉,9,2026-02-02T14:41:04Z,necesitamos bukeles américa latina,sin info,"necesitamos,bukeles,américa,latina",neutro,0.63016802072525
@MarioGuzman-l5v,Gracias Juan... estaba esperando tu video... me encantan tus reflexiones... sin duda un punto de vista muy inteligente. Te felicito y gracias por visitar El Salvador!!!!,0,2026-02-02T14:36:12Z,gracias juan esperando video encantan reflexiones duda punto vista inteligente felicito gracias visitar salvador,El Salvador,"gracias,juan,esperando,video,encantan,reflexiones,duda,punto,vista,inteligente,felicito,gracias,visitar,salvador",positivo,0.982625961303711
@ArmandoPineda-r7s,Es una belleza tus videos Juan.,0,2026-02-02T14:32:19Z,belleza videos juan,sin info,"belleza,videos,juan",positivo,0.984072148799896
@lipefe87,Bukele es un dictador,0,2026-02-02T14:31:18Z,bukele dictador,sin info,"bukele,dictador",negativo,0.92089456319809
@marcelagomez1337,Gracias Juan por visitar de nuevo mi bello país el salvador,0,2026-02-02T14:29:18Z,gracias juan visitar nuevo bello país salvador,sin info,"gracias,juan,visitar,nuevo,bello,país,salvador",positivo,0.955801486968994
@JoseluisCalle-y6o,"Y dónde estaban los defensores de derechos humanos cuando los delincuentes abusaban de la población. Estaban todas cayados,cómplices..!!!",1,2026-02-02T14:29:07Z,dónde defensores derechos humanos delincuentes abusaban población todas cayados cómplices,sin info,"dónde,defensores,derechos,humanos,delincuentes,abusaban,población,todas,cayados,cómplices",negativo,0.931883573532104
@papeleriayvariedadesandrea82,"Ojalá en Colombia tuviéramos un Bukele yo botaría mil veces por él, si un presidente está haciendo, ¿por qué cambiarlo?",0,2026-02-02T14:27:16Z,ojalá colombia bukele botaría mil veces presidente haciendo cambiarlo,Colombia,"ojalá,colombia,bukele,botaría,mil,veces,presidente,haciendo,cambiarlo",neutro,0.480290174484253
@alcidadedawson4357,"Soy del El Salvador y soy fans de Juan Planeta, pero sinceramente no me gusto el video de El Salvador, ya que El Salvador no es solo el centro histórico, sino que tenemos playas bellas lugares turísticos preciosos, montañas, gastronomía como ningún otro país, pero le dejo este video con sed. Estuvo muy mal presento lo feo.",0,2026-02-02T14:26:09Z,salvador fans juan planeta sinceramente gusto video salvador salvador solo centro histórico sino playas bellas lugares turísticos preciosos montañas gastronomía ningún país dejo video sed mal presento feo,El Salvador,"salvador,fans,juan,planeta,sinceramente,gusto,video,salvador,salvador,solo,centro,histórico,sino,playas,bellas,lugares,turísticos,preciosos,montañas,gastronomía,ningún,país,dejo,video,sed,mal,presento,feo",negativo,0.927486062049866
@JoseluisCalle-y6o,"Eso debe hacer el nuevo presidente de Colombia Abelardo de la Espriella, no lo que hace el drogadicto actual,que le entrego el país a los bandidos.",0,2026-02-02T14:23:21Z,debe hacer nuevo presidente colombia abelardo espriella hace drogadicto actual entrego país bandidos,sin info,"debe,hacer,nuevo,presidente,colombia,abelardo,espriella,hace,drogadicto,actual,entrego,país,bandidos",negativo,0.843282222747803
@kathkoko4350,Juan no se deje amedrentar por nada ni nadie diga lo que es ...,1,2026-02-02T14:19:31Z,juan deje amedrentar nadie diga,sin info,"juan,deje,amedrentar,nadie,diga",neutro,0.516447186470032
@kathkoko4350,Hola Juan! Espero que también pueda hacer vídeo de la gran desigualdad social... El municipio más pobre de El Salvador contra el de más poder adquisitivo 😢,1,2026-02-02T14:18:20Z,hola juan espero pueda hacer vídeo gran desigualdad social municipio pobre salvador poder adquisitivo,El Salvador,"hola,juan,espero,pueda,hacer,vídeo,gran,desigualdad,social,municipio,pobre,salvador,poder,adquisitivo",negativo,0.970547616481781
@cesarflores1997,"Ojala un dia eso pase alla en Guatemala mi pais pero para eso tiene que sacar a todos los corruptos que gobiernan Guatemala, por que el ejemplo este en El Salvador de que si se puede lograr y tu eres un ejemplo de andar alla yo todavia no e tenido la oportunidad de ir a conocer El Salvador pero me dicen que es un cambio total felicidades por los hnos Salvadoreños bien por ellos.",0,2026-02-02T14:14:24Z,ojala dia pase alla guatemala pais sacar corruptos gobiernan guatemala ejemplo salvador puede lograr ejemplo andar alla todavia oportunidad conocer salvador dicen cambio total felicidades hnos salvadoreños bien,"Guatemala, El Salvador","ojala,dia,pase,alla,guatemala,pais,sacar,corruptos,gobiernan,guatemala,ejemplo,salvador,puede,lograr,ejemplo,andar,alla,todavia,oportunidad,conocer,salvador,dicen,cambio,total,felicidades,hnos,salvadoreños,bien",positivo,0.884454905986786
@JosePedroAcevedo,Planeta Fascista!,0,2026-02-02T14:14:05Z,planeta fascista,sin info,"planeta,fascista",negativo,0.656484723091125
@ileanaperez6752,"No hay ningún precio por la paz, todo es beneficio! Las vidas que se perdieron por la delincuencia y las que ahora se salvan no tienen precio! O preguntales a las personas que viven con el peligro que vivíamos antes a ver que te dicen! Que nuestros hijos salgan y regresen bien a casa no tiene precio!!",0,2026-02-02T14:11:18Z,ningún precio paz beneficio vidas perdieron delincuencia ahora salvan precio preguntales personas viven peligro vivíamos ver dicen hijos salgan regresen bien casa precio,sin info,"ningún,precio,paz,beneficio,vidas,perdieron,delincuencia,ahora,salvan,precio,preguntales,personas,viven,peligro,vivíamos,ver,dicen,hijos,salgan,regresen,bien,casa,precio",positivo,0.419074863195419
@andresgalvis6551,"Jajaja salió mamerto, Juan? Mire cómo está Bogota en este momento por sus DERECHOS HUMANOS. Que vaina de estos izquierdosos de priorizar los “derechos humanos” de los bandidos a los del ciudadano de a pie. Cagada Juan…",0,2026-02-02T14:07:47Z,jajaja salió mamerto juan mire cómo bogota momento derechos humanos vaina izquierdosos priorizar derechos humanos bandidos ciudadano pie cagada juan,sin info,"jajaja,salió,mamerto,juan,mire,cómo,bogota,momento,derechos,humanos,vaina,izquierdosos,priorizar,derechos,humanos,bandidos,ciudadano,pie,cagada,juan",negativo,0.941906273365021
@reynacontreras5075,It is a miracle. Made by God. Period.,0,2026-02-02T14:04:36Z,miracle made god period,sin info,"miracle,made,god,period",positivo,0.63045996427536
@SebastianBolaños-l3c,"Excelente, muy admirable como un presidente que quiere hace el cambio sin excusas y sin palabrerías 😃que bueno que fuiste a verlo con tus propios ojos",0,2026-02-02T14:03:20Z,excelente admirable presidente quiere hace cambio excusas palabrerías bueno verlo propios ojos,sin info,"excelente,admirable,presidente,quiere,hace,cambio,excusas,palabrerías,bueno,verlo,propios,ojos",positivo,0.978336572647095
@daniamarquez5229,¡Gracias! Juanchis hermoso video nunca pensé que llegaras hacer un viaje al salvador y dar tan hermosa experiencia 😢 nosotros los que salimos de nuestro país huyendo del caos y terror que hubo algún día fuimos testigos del miedo que se vivía día a día pero primero Dios algún día volveremos y podamos vivir esta nueva experiencia que nos da el nuevo EL SALVADOR 🇸🇻 ❤,0,2026-02-02T13:57:32Z,gracias juanchis hermoso video nunca pensé llegaras hacer viaje salvador dar tan hermosa experiencia salimos país huyendo caos terror algún día testigos miedo vivía día día primero dios algún día volveremos podamos vivir nueva experiencia nuevo salvador,sin info,"gracias,juanchis,hermoso,video,nunca,pensé,llegaras,hacer,viaje,salvador,dar,tan,hermosa,experiencia,salimos,país,huyendo,caos,terror,algún,día,testigos,miedo,vivía,día,día,primero,dios,algún,día,volveremos,podamos,vivir,nueva,experiencia,nuevo,salvador",positivo,0.651163280010223
@rosarioperez680,Awwwwwww vino a mi país.hubieta querido saludarlo y verlo en persona.cuidese espero no sea  la última vez.BENDICIONES,0,2026-02-02T13:51:33Z,vino país hubieta querido saludarlo verlo persona cuidese espero última vez bendiciones,sin info,"vino,país,hubieta,querido,saludarlo,verlo,persona,cuidese,espero,última,vez,bendiciones",positivo,0.92876011133194
@SuperPapakostas,"Arriba Bukele 👋👏👏👏👏👏. Ciudades limpias, turísticas, la economía va mejorando. A la gente no las matan por 1 dolar. Ahora a la gente se les respeta los derechos humanos.



La biblioteca fué lo que más me gustó.",0,2026-02-02T13:51:11Z,arriba bukele ciudades limpias turísticas economía mejorando gente matan dolar ahora gente respeta derechos humanos biblioteca fué gustó,sin info,"arriba,bukele,ciudades,limpias,turísticas,economía,mejorando,gente,matan,dolar,ahora,gente,respeta,derechos,humanos,biblioteca,fué,gustó",positivo,0.776125490665436
@SuperPapakostas,Gracias a bukele puedes hacer ese vídeo. Debería existir 10000 bukeles en todo Latinoamérica.,0,2026-02-02T13:50:51Z,gracias bukele puedes hacer vídeo debería existir 10000 bukeles latinoamérica,sin info,"gracias,bukele,puedes,hacer,vídeo,debería,existir,10000,bukeles,latinoamérica",positivo,0.755980312824249
@lorenablatorre2352,"Mira, cuando tú conoces de cerca la cara del delincuente sabes que no escoge ese camino por falta de oportunidades, por crianza ni por lo que sea, es porque no quiere hacer nada más con su vida y DE VERDAD NO VA A CAMBIAR. 
Con la maldad no se puede negociar porque siempre vas a perder, la maldad se tiene que arrancar y en su lugar poner semilla nueva.",0,2026-02-02T13:50:46Z,mira conoces cerca cara delincuente sabes escoge camino falta oportunidades crianza quiere hacer vida verdad cambiar maldad puede negociar siempre vas perder maldad arrancar lugar poner semilla nueva,sin info,"mira,conoces,cerca,cara,delincuente,sabes,escoge,camino,falta,oportunidades,crianza,quiere,hacer,vida,verdad,cambiar,maldad,puede,negociar,siempre,vas,perder,maldad,arrancar,lugar,poner,semilla,nueva",negativo,0.948715090751648
@danielcalderon3910,1821 y actualmente se celebran 204 años de independencia.,0,2026-02-02T13:47:25Z,1821 actualmente celebran 204 años independencia,sin info,"1821,actualmente,celebran,204,años,independencia",neutro,0.535355567932129
@RuymanRodríguez-k2j,se ve mejor que muchas ciudades Europeas y mas limpias,0,2026-02-02T13:47:02Z,mejor muchas ciudades europeas mas limpias,sin info,"mejor,muchas,ciudades,europeas,mas,limpias",positivo,0.939659059047699
@marlynosegueda1832,"Hay no puede ser, estás en mi país !! 😃 Me hubiera encantado conocerte en persona, nisiquiera e terminado de ver tus vídeos en Corea del Sur que acabas de estar por allá. Espero la pases bien por acá en ESA. Bienvenido !!",0,2026-02-02T13:43:44Z,puede ser país encantado conocerte persona nisiquiera terminado ver vídeos corea sur acabas allá espero pases bien acá bienvenido,sin info,"puede,ser,país,encantado,conocerte,persona,nisiquiera,terminado,ver,vídeos,corea,sur,acabas,allá,espero,pases,bien,acá,bienvenido",positivo,0.956856191158295
@danielcortez8960,"Hermano, haz un vídeo probando comida callejera, no te arrepentirás!!!",0,2026-02-02T13:43:30Z,hermano haz vídeo probando comida callejera arrepentirás,sin info,"hermano,haz,vídeo,probando,comida,callejera,arrepentirás",positivo,0.665982246398926
@carmenrosaherreraorlandini9507,Que siga bukele saludos juan😊,0,2026-02-02T13:42:53Z,siga bukele saludos juan,sin info,"siga,bukele,saludos,juan",positivo,0.930053651332855
@Kuskatan01,"Claro que hay juicios y condenas, ademas todos los pandilleros ya tenian archivos y  ya se sabian quienes eran.
Y como salvadoreño te digo que la mayoria de salvadoreños queremos que nayib siga de presidente",0,2026-02-02T13:40:11Z,claro juicios condenas ademas pandilleros tenian archivos sabian salvadoreño digo mayoria salvadoreños queremos nayib siga presidente,sin info,"claro,juicios,condenas,ademas,pandilleros,tenian,archivos,sabian,salvadoreño,digo,mayoria,salvadoreños,queremos,nayib,siga,presidente",neutro,0.647998869419098
@SalomonSanchez-x6p9p,"No queremos volver al pasado que dejo luto, dolor, perdida de la unidad familiar ya que muchos emigraron huyendo de la violencia pandilleril, si la guerra civil dejó miles de muertos (75,000 o más)  y más de Un millón de salvadoreños buscando otras naciones para iniciar una nueva vida, las pandillas provocaron más de 100,000 muertes y que huyeran más de DOS millones de salvadoreños al extranjero. Ese terrorismo pactado entre las cabecillas de las ciclas de pandillas y los anteriores gobiernos donde la vida del salvadoreño común y trabajador se arreglaba diabólicamente entre esos gobiernos, las ONG'S de desechos humanos que nunca apoyaron a las familias victimas de la violencia. y ciertos jerarcas católicos y evangélicos con el terror de las pandillas, todo era un teatro para mantener bajo so sobra y calamidad a la población y no sacar del subdesarrollo a nuestro pueblo. Gracias a Dios, el 2022 marcó un antes y un después para nuestro país con las políticas de control territorial y el Estado de excepción así como, la construcción del CECOT para meter a las pandillas criminales. Ahora aunque aún es pronto para decir que vivimos a la altura de los países desarrollados, podemos expresar que El Salvador, vive más seguro que muchas de esas naciones del primer mundo. Saludos de El Salvador.",1,2026-02-02T13:36:30Z,queremos volver pasado dejo luto dolor perdida unidad familiar emigraron huyendo violencia pandilleril guerra civil dejó miles muertos 000 millón salvadoreños buscando naciones iniciar nueva vida pandillas provocaron 100 000 muertes huyeran dos millones salvadoreños extranjero terrorismo pactado cabecillas ciclas pandillas anteriores gobiernos vida salvadoreño común trabajador arreglaba diabólicamente gobiernos ong desechos humanos nunca apoyaron familias victimas violencia ciertos jerarcas católicos evangélicos terror pandillas teatro mantener bajo sobra calamidad población sacar subdesarrollo pueblo gracias dios 2022 marcó después país políticas control territorial excepción así construcción cecot meter pandillas criminales ahora aunque aún pronto decir vivimos altura países desarrollados podemos expresar salvador vive seguro muchas naciones primer mundo saludos salvador,El Salvador,"queremos,volver,pasado,dejo,luto,dolor,perdida,unidad,familiar,emigraron,huyendo,violencia,pandilleril,guerra,civil,dejó,miles,muertos,000,millón,salvadoreños,buscando,naciones,iniciar,nueva,vida,pandillas,provocaron,100,000,muertes,huyeran,dos,millones,salvadoreños,extranjero,terrorismo,pactado,cabecillas,ciclas,pandillas,anteriores,gobiernos,vida,salvadoreño,común,trabajador,arreglaba,diabólicamente,gobiernos,ong,desechos,humanos,nunca,apoyaron,familias,victimas,violencia,ciertos,jerarcas,católicos,evangélicos,terror,pandillas,teatro,mantener,bajo,sobra,calamidad,población,sacar,subdesarrollo,pueblo,gracias,dios,2022,marcó,después,país,políticas,control,territorial,excepción,así,construcción,cecot,meter,pandillas,criminales,ahora,aunque,aún,pronto,decir,vivimos,altura,países,desarrollados,podemos,expresar,salvador,vive,seguro,muchas,naciones,primer,mundo,saludos,salvador",negativo,0.966013789176941
@snorkel6170,"Gracias por venir a nuestro país Juan, te sigo desde que fuiste hacer la visita a Cuba y hoy en nuestro país k grande",0,2026-02-02T13:34:12Z,gracias venir país juan sigo hacer visita cuba hoy país grande,Cuba,"gracias,venir,país,juan,sigo,hacer,visita,cuba,hoy,país,grande",positivo,0.956299424171448
@francisjacome-n5k,"Buen video Juan ❤❤❤❤❤❤❤❤❤'❤' ❤''❤ ❤",0,2026-02-02T13:33:22Z,buen video juan,sin info,"buen,video,juan",positivo,0.952203512191772
@djlaaspromixnyc4786,QUE PLACER QUE MI PARCE HAYA IDO A MI PAIS,0,2026-02-02T13:30:45Z,placer parce ido pais,sin info,"placer,parce,ido,pais",positivo,0.962241291999817
@dixontokika550,Lo que está bien déjelo bien bien bukele,0,2026-02-02T13:30:19Z,bien déjelo bien bien bukele,sin info,"bien,déjelo,bien,bien,bukele",positivo,0.620201468467712
@JasonFuentes-r5y,"Hermano años siguiéndote al fin vienes! 

Esperamos tuvieras súper buen asesoramiento para ir a los lugares de tu interés y el tipo de video de las cosas que nadie ve que ya nos tienes acostumbrados.",0,2026-02-02T13:28:51Z,hermano años siguiéndote fin vienes esperamos súper buen asesoramiento lugares interés tipo video cosas nadie acostumbrados,sin info,"hermano,años,siguiéndote,fin,vienes,esperamos,súper,buen,asesoramiento,lugares,interés,tipo,video,cosas,nadie,acostumbrados",positivo,0.962386608123779
@sonik9434,Quien controla a los que hoy controlan ... Ahí lo dijiste todo amigo .. tantas preguntas sin respuestas,0,2026-02-02T13:24:32Z,controla hoy controlan ahí dijiste amigo tantas preguntas respuestas,sin info,"controla,hoy,controlan,ahí,dijiste,amigo,tantas,preguntas,respuestas",negativo,0.760402381420135
@WORLDPATRU,"Bukele cuando quiera dejar la presidencia tendria q ser proclamado como el supervisor del pais, para que los nuevos politicos tengan la supervision de el... si no volvera la corrupcion!!!",0,2026-02-02T13:24:22Z,bukele quiera dejar presidencia tendria ser proclamado supervisor pais nuevos politicos supervision volvera corrupcion,sin info,"bukele,quiera,dejar,presidencia,tendria,ser,proclamado,supervisor,pais,nuevos,politicos,supervision,volvera,corrupcion",neutro,0.490564733743668
@yaniramoreno2184,Que bueno que hayas venido a mi pais.abrazos calidos,0,2026-02-02T13:24:10Z,bueno venido pais abrazos calidos,sin info,"bueno,venido,pais,abrazos,calidos",positivo,0.975150942802429
@danirayfox,Que cuesta más? Estar vivo o muerto? Ahí está tu repuesta del costo de la paz,0,2026-02-02T13:23:44Z,cuesta vivo muerto ahí repuesta costo paz,sin info,"cuesta,vivo,muerto,ahí,repuesta,costo,paz",neutro,0.597349166870117
@Regil32,Los Salvadoreños: “Que me perdonen los muertos de mi felicidad”.,0,2026-02-02T13:22:55Z,salvadoreños perdonen muertos felicidad,sin info,"salvadoreños,perdonen,muertos,felicidad",neutro,0.565235555171967
@elenagonzalez632,Antes asesinaban a diario 😢😢😢,0,2026-02-02T13:22:45Z,asesinaban diario,sin info,"asesinaban,diario",negativo,0.735596597194672
